SEXO,ADH,PD,CSAT,AHT,email_identifier,MOTIVO BAJA,ESTADO
M,0.455941,1.55864,4.0,300.431193,223,DESVINCULACIÓN/AUSENTISMO,0
F,0.929881,0.0,4.4,367.814815,224,DESVINCULACIÓN/AUSENTISMO,0
M,0.0,0.0,4.411765,344.522727,225,CONTRATADO,1
M,0.878002,4.272965,4.416149,193.943376,225,CONTRATADO,1
M,0.986902,20.134577,4.298283,0.0,226,CONTRATADO,1
M,0.995613,16.545766,4.411921,0.0,226,CONTRATADO,1
M,0.999857,15.869785,4.359726,0.0,226,CONTRATADO,1
M,0.999097,16.093084,4.386348,0.0,226,CONTRATADO,1
M,0.7922,2.985016,4.256881,195.559889,225,CONTRATADO,1
M,0.982383,4.859661,4.556818,220.387978,225,CONTRATADO,1
M,0.964964,4.075014,4.278523,174.600946,225,CONTRATADO,1
M,0.931444,5.031805,4.24,154.550308,225,CONTRATADO,1
M,0.969737,4.041649,4.119835,325.625424,227,CONTRATADO,1
M,0.922873,2.781335,4.401316,340.045455,227,CONTRATADO,1
M,0.966206,8.546423,4.008621,319.54386,227,CONTRATADO,1
M,0.0,0.0,3.4375,421.594595,228,MALA PRAXIS,0
M,0.886479,3.857302,3.541096,306.535885,228,MALA PRAXIS,0
F,0.0,0.0,3.428571,467.350649,229,CONTRATADO,1
F,0.999379,2.899335,3.881188,340.158301,229,CONTRATADO,1
M,0.99696,14.698974,4.39186,0.0,226,CONTRATADO,1
M,0.995722,14.730672,4.359795,0.0,226,CONTRATADO,1
M,0.996477,13.052241,4.355109,0.0,226,CONTRATADO,1
F,0.0,0.0,5.0,0.0,230,CONTRATADO,1
F,0.687168,23.0759,4.313788,0.0,230,CONTRATADO,1
F,0.766382,17.91478,4.19573,0.0,230,CONTRATADO,1
F,0.628269,113.87203,4.319728,0.0,230,CONTRATADO,1
F,0.531233,13.816832,4.460432,0.0,230,CONTRATADO,1
F,0.482505,15.120463,4.297414,0.0,230,CONTRATADO,1
F,0.592437,15.329059,4.297071,0.0,230,CONTRATADO,1
F,0.327496,12.599357,4.149733,0.0,230,CONTRATADO,1
F,0.0,0.0,4.27972,0.0,231,NO ESPECIFICADO,0
F,0.996079,12.945126,4.350694,0.0,231,NO ESPECIFICADO,0
F,0.989236,10.58657,4.058824,0.0,231,NO ESPECIFICADO,0
F,0.0,7.470443,0.0,0.0,232,CONTRATADO,1
F,0.900586,14.472039,4.172598,0.0,232,CONTRATADO,1
F,0.928762,11.844855,4.165803,0.0,232,CONTRATADO,1
F,0.887657,10.823449,4.19,0.0,232,CONTRATADO,1
M,0.0,0.0,3.992366,0.0,233,CONTRATADO,1
M,0.977292,13.334893,4.247635,0.0,233,CONTRATADO,1
F,0.878519,3.376031,4.215686,328.70339,229,CONTRATADO,1
F,0.994907,3.234717,4.0,340.367347,229,CONTRATADO,1
M,0.779139,3.157426,4.333333,371.632184,234,RENUNCIA VOLUNTARIA,0
M,0.989261,17.537909,4.343393,0.0,233,CONTRATADO,1
M,0.996482,11.644061,4.28222,0.0,233,CONTRATADO,1
M,0.988006,12.070379,4.200204,0.0,233,CONTRATADO,1
M,0.989448,10.627177,4.36342,0.0,233,CONTRATADO,1
M,0.0,6.105177,0.0,0.0,235,CONTRATADO,1
M,0.997552,9.183027,4.193084,0.0,235,CONTRATADO,1
F,0.0,0.0,0.0,0.0,236,NO ESPECIFICADO,0
F,0.862342,19.260795,4.032258,0.0,236,NO ESPECIFICADO,0
F,0.892504,15.550836,4.088689,0.0,236,NO ESPECIFICADO,0
F,0.796819,13.727457,4.210526,0.0,236,NO ESPECIFICADO,0
F,0.810838,48.446508,4.151007,0.0,236,NO ESPECIFICADO,0
F,0.740875,10.139117,4.276968,0.0,236,NO ESPECIFICADO,0
F,0.899328,12.750127,4.253463,0.0,236,NO ESPECIFICADO,0
F,0.868901,11.394254,4.235589,0.0,236,NO ESPECIFICADO,0
M,0.0,6.204253,0.0,0.0,237,CONTRATADO,1
F,0.821597,0.0,4.5,0.0,238,NO ESPECIFICADO,0
F,0.998865,0.0,4.641026,0.0,238,NO ESPECIFICADO,0
F,0.820467,0.0,4.728571,0.0,238,NO ESPECIFICADO,0
F,0.179167,7.490245,4.0,0.0,238,NO ESPECIFICADO,0
M,0.829917,11.911242,4.26087,0.0,237,CONTRATADO,1
F,0.0,7.605126,0.0,0.0,239,NO ESPECIFICADO,0
M,0.0,0.0,5.0,0.0,240,NO ESPECIFICADO,0
M,0.0,0.0,0.0,0.0,234,RENUNCIA VOLUNTARIA,0
F,1.0,2.25688,3.747126,341.812925,241,CONTRATADO,1
F,0.999536,4.020302,4.004367,269.26297,241,CONTRATADO,1
F,0.980611,3.243927,4.139785,253.396396,241,CONTRATADO,1
F,1.021333,23.612069,4.129032,293.085106,241,CONTRATADO,1
M,0.989426,2.923598,4.013605,273.166667,242,DESVINCULACIÓN/AUSENTISMO,0
M,0.962214,3.525986,3.967742,200.45912,242,DESVINCULACIÓN/AUSENTISMO,0
M,0.904843,5.262461,3.818182,195.921127,242,DESVINCULACIÓN/AUSENTISMO,0
M,0.905852,3.33995,4.097561,200.679856,242,DESVINCULACIÓN/AUSENTISMO,0
M,0.898417,27.093769,4.15514,0.0,240,NO ESPECIFICADO,0
M,0.0,0.0,4.133333,0.0,243,CONTRATADO,1
M,0.972153,13.957939,4.0125,0.0,243,CONTRATADO,1
M,0.997137,14.866045,4.343415,0.0,243,CONTRATADO,1
M,0.990278,16.20796,4.271167,0.0,243,CONTRATADO,1
M,0.99776,18.119136,4.173745,0.0,243,CONTRATADO,1
M,0.976089,16.492513,4.26195,0.0,243,CONTRATADO,1
F,0.0,0.0,4.145833,0.0,244,CONTRATADO,1
F,0.917986,12.160039,4.072753,0.0,244,CONTRATADO,1
F,0.916538,12.444385,4.206897,0.0,244,CONTRATADO,1
F,0.963724,11.151214,4.185816,0.0,244,CONTRATADO,1
F,0.954223,7.71267,4.105263,0.0,244,CONTRATADO,1
F,0.817487,9.480012,4.10251,0.0,244,CONTRATADO,1
F,0.73693,9.531548,3.881119,0.0,244,CONTRATADO,1
M,0.0,0.0,4.245161,0.0,245,CONTRATADO,1
M,0.932734,26.434426,4.298246,0.0,245,CONTRATADO,1
M,0.998605,18.288217,4.401567,0.0,245,CONTRATADO,1
M,0.977466,14.922299,4.295737,0.0,245,CONTRATADO,1
M,0.953691,14.780987,4.308752,0.0,245,CONTRATADO,1
M,0.976647,12.652367,4.249661,0.0,245,CONTRATADO,1
F,0.0,4.590494,0.0,0.0,246,NO ESPECIFICADO,0
F,0.999653,21.055556,4.210918,0.0,247,CONTRATADO,1
F,0.978762,19.062713,4.310236,0.0,247,CONTRATADO,1
F,0.978688,237.665421,4.302207,0.0,247,CONTRATADO,1
F,0.0,0.0,3.758621,365.457944,248,BAJO PERFORMANCE,0
F,0.973863,3.927327,3.920732,221.480609,248,BAJO PERFORMANCE,0
F,0.626369,4.027306,3.7,186.86129,248,BAJO PERFORMANCE,0
F,0.985823,15.99341,4.368474,0.0,247,CONTRATADO,1
F,0.999399,15.206387,4.256769,0.0,247,CONTRATADO,1
F,0.979401,13.664549,4.259475,0.0,247,CONTRATADO,1
F,0.969327,11.388093,4.354906,0.0,247,CONTRATADO,1
F,0.0,6.916714,0.0,0.0,249,NO ESPECIFICADO,0
F,0.796134,8.541089,3.958065,0.0,249,NO ESPECIFICADO,0
F,0.832154,8.308373,3.918033,0.0,249,NO ESPECIFICADO,0
F,0.0,0.0,4.125,0.0,250,CONTRATADO,1
F,0.944771,12.387797,4.371601,0.0,250,CONTRATADO,1
F,0.811182,12.024532,4.414062,0.0,250,CONTRATADO,1
F,0.957548,11.317425,4.192446,0.0,250,CONTRATADO,1
F,0.936049,0.0,4.487805,0.0,251,CONTRATADO,1
F,0.999185,0.0,4.814159,0.0,251,CONTRATADO,1
F,0.988904,0.0,4.912088,0.0,251,CONTRATADO,1
F,0.999638,14.824325,4.729167,0.0,251,CONTRATADO,1
F,0.986251,22.560582,4.853659,0.0,251,CONTRATADO,1
F,0.998057,3.355251,4.94,0.0,251,CONTRATADO,1
F,0.991955,4.024751,4.918367,0.0,251,CONTRATADO,1
F,0.993355,4.107284,4.5625,0.0,251,CONTRATADO,1
F,0.0,1.264537,5.0,0.0,252,CONTRATADO,1
F,0.990408,0.777504,4.589744,0.0,252,CONTRATADO,1
F,0.993594,0.938068,4.583333,0.0,252,CONTRATADO,1
F,0.99303,1.193468,4.757576,0.0,252,CONTRATADO,1
F,0.979186,0.888077,4.828571,0.0,252,CONTRATADO,1
F,0.981743,10.274424,4.389414,0.0,250,CONTRATADO,1
F,0.906495,8.421614,4.337209,0.0,250,CONTRATADO,1
F,0.999008,2.67946,3.909091,0.0,253,CONTRATADO,1
F,0.969768,10.507518,4.064516,0.0,253,CONTRATADO,1
F,0.946529,2.345662,4.886364,0.0,253,CONTRATADO,1
F,0.998173,2.6553,4.826087,0.0,253,CONTRATADO,1
F,0.918342,4.084194,4.212766,0.0,253,CONTRATADO,1
M,0.99691,23.638489,4.184127,0.0,254,CONTRATADO,1
M,0.997061,21.629443,4.264192,0.0,254,CONTRATADO,1
M,0.997358,21.766544,4.358481,0.0,254,CONTRATADO,1
M,0.996213,20.608049,4.41766,0.0,254,CONTRATADO,1
M,0.995454,19.693215,4.274539,0.0,254,CONTRATADO,1
M,0.99358,19.042118,4.307428,0.0,254,CONTRATADO,1
M,0.996739,15.669425,4.358712,0.0,254,CONTRATADO,1
M,0.997832,15.358538,4.105455,0.0,255,NO ESPECIFICADO,0
M,0.968374,50.696025,4.291124,0.0,255,NO ESPECIFICADO,0
M,0.974819,14.894504,4.391621,0.0,255,NO ESPECIFICADO,0
M,0.932003,12.639548,4.416548,0.0,255,NO ESPECIFICADO,0
M,0.809767,13.329545,4.373047,0.0,255,NO ESPECIFICADO,0
M,0.760498,9.814939,4.394,0.0,255,NO ESPECIFICADO,0
M,0.702799,9.726497,4.42,0.0,255,NO ESPECIFICADO,0
F,0.0,0.0,4.027778,0.0,256,CONTRATADO,1
M,0.999444,0.5,4.352941,572.019802,257,CONTRATADO,1
M,0.924938,2.462508,3.904762,448.531835,257,CONTRATADO,1
M,0.830864,2.911197,4.136364,451.580645,257,CONTRATADO,1
M,0.89131,2.512303,3.957447,447.451327,257,CONTRATADO,1
F,0.998802,13.069692,4.244635,0.0,256,CONTRATADO,1
F,0.611545,30.135885,4.24375,0.0,256,CONTRATADO,1
F,0.850607,8.094951,4.353488,0.0,256,CONTRATADO,1
F,0.920178,7.949988,4.276423,0.0,256,CONTRATADO,1
F,0.886379,8.034035,4.401786,0.0,256,CONTRATADO,1
F,0.925613,5.087739,4.3125,0.0,256,CONTRATADO,1
F,0.0,8.395534,0.0,0.0,258,NO ESPECIFICADO,0
M,0.642056,2.318403,4.04878,456.104651,257,CONTRATADO,1
F,0.0,0.0,3.571429,939.291667,259,CONTRATADO,1
F,0.93976,3.098779,4.053061,486.517367,259,CONTRATADO,1
F,0.996656,12.517582,4.267516,0.0,258,NO ESPECIFICADO,0
F,0.786277,14.926794,4.294393,0.0,258,NO ESPECIFICADO,0
M,0.0,0.0,4.236842,0.0,260,CONTRATADO,1
M,0.994482,18.454645,4.237826,0.0,260,CONTRATADO,1
M,0.986777,15.843428,4.4,0.0,260,CONTRATADO,1
M,0.97046,14.746105,4.417957,0.0,260,CONTRATADO,1
M,0.989492,15.252634,4.392,0.0,260,CONTRATADO,1
M,0.942331,15.350782,4.381551,0.0,260,CONTRATADO,1
M,0.857059,13.657014,4.323838,0.0,260,CONTRATADO,1
F,0.0,67.86744,0.0,0.0,261,CONTRATADO,1
F,0.990302,2.992612,4.272727,0.0,262,CONTRATADO,1
F,0.957051,4.492838,3.902778,0.0,262,CONTRATADO,1
F,0.996102,15.775141,4.392664,0.0,261,CONTRATADO,1
F,0.995989,16.527164,4.405282,0.0,261,CONTRATADO,1
F,0.996012,15.512122,4.416409,0.0,261,CONTRATADO,1
F,0.965191,13.222886,4.421711,0.0,261,CONTRATADO,1
F,0.0,0.0,3.866242,0.0,263,NO ESPECIFICADO,0
F,0.991427,19.658855,4.180897,0.0,263,NO ESPECIFICADO,0
F,0.707644,13.86102,4.392419,0.0,264,NO ESPECIFICADO,0
F,0.608418,16.198881,4.256858,0.0,264,NO ESPECIFICADO,0
F,0.0,9.732044,0.0,0.0,265,CONTRATADO,1
F,0.967657,12.295892,4.292717,0.0,265,CONTRATADO,1
F,0.971714,13.917901,4.24184,0.0,265,CONTRATADO,1
F,0.945885,13.922282,4.372813,0.0,265,CONTRATADO,1
F,0.907834,11.79863,4.163842,0.0,265,CONTRATADO,1
F,0.0,10.44176,0.0,0.0,266,CONTRATADO,1
F,0.994514,21.218001,4.026846,0.0,266,CONTRATADO,1
F,0.987653,14.567841,4.118727,0.0,266,CONTRATADO,1
F,0.986305,15.174509,4.333907,0.0,266,CONTRATADO,1
F,0.997639,13.291318,4.292887,0.0,266,CONTRATADO,1
F,0.0,0.0,4.328358,0.0,267,CONTRATADO,1
F,0.996786,11.96673,4.280702,0.0,267,CONTRATADO,1
F,0.929888,2.737347,4.345133,454.080972,259,CONTRATADO,1
F,0.904942,2.873482,4.494505,526.263014,259,CONTRATADO,1
F,0.849561,3.194889,4.491979,465.341246,259,CONTRATADO,1
F,0.69372,3.443636,4.355828,446.309038,259,CONTRATADO,1
F,0.86602,2.775663,4.396552,431.209756,259,CONTRATADO,1
F,0.967323,15.641589,4.172589,0.0,267,CONTRATADO,1
F,0.952187,49.081387,4.252648,0.0,267,CONTRATADO,1
F,0.903227,11.526522,4.203209,0.0,267,CONTRATADO,1
F,0.856447,10.716089,4.283168,0.0,267,CONTRATADO,1
F,0.969342,8.860571,4.142857,0.0,267,CONTRATADO,1
M,0.0,10.838188,0.0,0.0,268,CONTRATADO,1
M,0.997958,13.471122,4.122727,0.0,268,CONTRATADO,1
F,0.0,0.0,4.191667,0.0,269,CONTRATADO,1
F,0.817372,14.599654,4.214204,0.0,269,CONTRATADO,1
F,0.959214,12.330245,4.356012,0.0,269,CONTRATADO,1
F,0.967276,11.445407,4.4417,0.0,269,CONTRATADO,1
F,0.947129,9.781436,4.376972,0.0,269,CONTRATADO,1
F,0.965566,10.158058,4.301573,0.0,269,CONTRATADO,1
F,0.0,0.0,4.208333,0.0,270,NO ESPECIFICADO,0
F,0.924275,14.508901,4.319971,0.0,270,NO ESPECIFICADO,0
F,0.734508,16.698343,4.384673,0.0,270,NO ESPECIFICADO,0
F,0.0,7.392612,0.0,0.0,271,NO ESPECIFICADO,0
F,0.0,8.789302,0.0,0.0,272,NO ESPECIFICADO,0
F,0.786946,2.415591,4.422111,409.688421,259,CONTRATADO,1
F,0.923105,2.787552,2.783333,620.103226,273,BAJO PERFOMANCE,0
F,0.672578,2.444485,3.611111,611.055556,273,BAJO PERFOMANCE,0
M,0.66485,3.346491,4.485714,0.0,274,NO ESPECIFICADO,0
F,0.99746,25.017608,4.28863,0.0,272,NO ESPECIFICADO,0
F,0.598778,13.557338,4.234694,0.0,272,NO ESPECIFICADO,0
M,0.0,0.0,4.208333,0.0,275,NO ESPECIFICADO,0
M,0.888634,19.413151,4.274555,0.0,275,NO ESPECIFICADO,0
M,0.926803,16.822357,4.357585,0.0,275,NO ESPECIFICADO,0
M,0.34375,5248.665163,4.092437,0.0,275,NO ESPECIFICADO,0
M,0.0,7.019627,0.0,0.0,276,CONTRATADO,1
M,0.998108,12.338067,4.097087,0.0,276,CONTRATADO,1
M,0.953467,12.806983,4.22739,0.0,276,CONTRATADO,1
M,0.874508,10.64801,4.181538,0.0,276,CONTRATADO,1
M,0.990289,28.714099,4.230769,0.0,277,NO ESPECIFICADO,0
M,0.993636,21.230032,4.29303,0.0,277,NO ESPECIFICADO,0
M,0.433935,557.394722,4.3,0.0,277,NO ESPECIFICADO,0
F,0.969982,20.107943,4.182211,0.0,278,CONTRATADO,1
F,0.51684,2.806074,3.785714,895.692308,273,BAJO PERFOMANCE,0
F,0.952655,13.11872,4.077527,0.0,278,CONTRATADO,1
F,0.907551,19.612635,4.266402,0.0,278,CONTRATADO,1
F,0.923764,11.329575,4.223621,0.0,278,CONTRATADO,1
F,0.937726,10.541914,4.164921,0.0,278,CONTRATADO,1
F,0.907477,11.335089,4.190672,0.0,278,CONTRATADO,1
F,0.910926,9.947589,4.156637,0.0,278,CONTRATADO,1
M,0.0,9.957519,0.0,0.0,279,CONTRATADO,1
M,0.999778,14.246529,4.335177,0.0,279,CONTRATADO,1
M,0.977064,13.388879,4.345972,0.0,279,CONTRATADO,1
M,0.96595,14.067087,4.377029,0.0,279,CONTRATADO,1
F,0.0,0.0,4.182692,0.0,280,NO ESPECIFICADO,0
F,0.952287,14.786336,4.244118,0.0,280,NO ESPECIFICADO,0
F,0.97462,13.976717,4.355828,0.0,280,NO ESPECIFICADO,0
F,0.545404,12.619401,4.09,0.0,280,NO ESPECIFICADO,0
F,0.712941,27.131011,4.244939,0.0,281,NO ESPECIFICADO,0
F,0.789796,21.745101,4.267717,0.0,281,NO ESPECIFICADO,0
F,0.934699,18.930617,4.248322,0.0,281,NO ESPECIFICADO,0
F,0.984536,16.465072,4.279728,0.0,281,NO ESPECIFICADO,0
F,0.989958,16.031213,4.242021,0.0,281,NO ESPECIFICADO,0
F,0.961541,14.270629,4.218905,0.0,281,NO ESPECIFICADO,0
F,0.816252,12.146392,4.10989,0.0,281,NO ESPECIFICADO,0
F,0.0,7.210874,0.0,0.0,282,CONTRATADO,1
F,0.995943,19.781816,4.198083,0.0,282,CONTRATADO,1
F,0.995599,12.520228,4.220159,0.0,282,CONTRATADO,1
F,0.979198,13.614185,4.108586,0.0,282,CONTRATADO,1
F,0.919446,10.857582,4.364537,0.0,282,CONTRATADO,1
F,0.0,0.0,4.238462,0.0,283,CONTRATADO,1
M,0.0,0.0,4.0,916.288889,284,RENUNCIA VOLUNTARIA,0
M,0.756656,2.318786,3.583333,703.639175,284,RENUNCIA VOLUNTARIA,0
M,0.998958,1.160321,4.277778,651.0625,285,CONTRATADO,1
M,0.902694,1.772482,4.491525,685.5875,285,CONTRATADO,1
M,0.714206,2.015228,4.818182,617.76,285,CONTRATADO,1
M,0.86662,1.937655,4.205882,672.648936,285,CONTRATADO,1
M,0.528065,1.48955,3.777778,898.277778,285,CONTRATADO,1
M,0.954971,2.048119,3.923729,495.064189,286,CONTRATADO,1
M,0.975917,2.632039,4.109541,466.53566,286,CONTRATADO,1
M,0.971054,2.3013,4.175355,467.143969,286,CONTRATADO,1
F,0.898545,15.293968,4.425197,0.0,283,CONTRATADO,1
F,0.979318,27.733825,4.42018,0.0,283,CONTRATADO,1
F,0.968762,15.230424,4.412076,0.0,283,CONTRATADO,1
M,0.921559,2.259385,4.231183,452.991031,286,CONTRATADO,1
M,0.876168,2.798529,4.377483,394.183077,286,CONTRATADO,1
M,0.857632,2.253077,4.375566,446.913758,286,CONTRATADO,1
M,0.93672,2.36049,4.360996,384.259398,286,CONTRATADO,1
M,0.901441,2.146431,4.050505,676.687204,287,RENUNCIA VOLUNTARIA,0
F,0.977711,15.214191,4.333333,0.0,283,CONTRATADO,1
F,0.988649,13.201277,4.367769,0.0,283,CONTRATADO,1
M,0.0,8.182903,0.0,0.0,288,CONTRATADO,1
M,0.999361,11.707945,4.177715,0.0,288,CONTRATADO,1
F,0.0,8.621654,0.0,0.0,289,CONTRATADO,1
F,0.958099,12.03424,4.367465,0.0,289,CONTRATADO,1
F,0.0,0.0,3.916667,0.0,290,NO ESPECIFICADO,0
F,0.936699,14.448807,4.164894,0.0,290,NO ESPECIFICADO,0
F,0.912335,10.858084,4.100529,0.0,290,NO ESPECIFICADO,0
F,0.653796,8.874864,4.444444,0.0,290,NO ESPECIFICADO,0
F,0.946036,18.210969,4.312016,0.0,291,CONTRATADO,1
F,0.841731,17.277129,4.350962,0.0,291,CONTRATADO,1
F,0.85091,16.488589,4.390173,0.0,291,CONTRATADO,1
F,0.640611,13.980458,4.466216,0.0,291,CONTRATADO,1
F,0.320035,14.360764,4.294118,0.0,291,CONTRATADO,1
F,0.212413,14.559596,4.602649,0.0,291,CONTRATADO,1
F,0.244649,14.821492,4.185185,0.0,291,CONTRATADO,1
M,0.785181,2.563544,4.215686,637.223301,287,RENUNCIA VOLUNTARIA,0
M,0.996333,1.338384,4.0,706.028302,292,BAJO PERFORMANCE,0
M,0.934849,1.436199,3.875,672.049383,292,BAJO PERFORMANCE,0
M,0.982153,1.578947,4.833333,509.526316,292,BAJO PERFORMANCE,0
F,0.0,0.0,4.533333,918.346939,293,RENUNCIA VOLUNTARIA,0
F,0.918698,2.364024,3.325397,516.05946,293,RENUNCIA VOLUNTARIA,0
M,0.0,10.400404,0.0,0.0,294,NO ESPECIFICADO,0
M,0.942082,12.730837,4.362944,0.0,294,NO ESPECIFICADO,0
F,0.0,0.0,0.0,2021.0,295,RENUNCIA VOLUNTARIA,0
F,0.643056,1.587302,4.142857,860.162162,295,RENUNCIA VOLUNTARIA,0
F,0.970486,2.14425,4.352941,1057.163265,296,CONTRATADO,1
F,0.892949,2.195209,3.847059,1129.244444,296,CONTRATADO,1
M,0.0,0.0,4.5,526.547619,297,CONTRATADO,1
M,1.0,0.0,2.619048,0.0,298,NO ESPECIFICADO,0
M,0.692209,0.0,2.306452,0.0,298,NO ESPECIFICADO,0
M,0.958317,13.316805,4.298969,0.0,294,NO ESPECIFICADO,0
M,0.904069,12.96543,4.366312,0.0,294,NO ESPECIFICADO,0
M,0.740211,11.900013,4.273874,0.0,294,NO ESPECIFICADO,0
F,0.0,0.0,4.061644,0.0,299,CONTRATADO,1
F,0.979759,16.638307,4.25723,0.0,299,CONTRATADO,1
F,0.990206,18.938303,4.33585,0.0,299,CONTRATADO,1
F,0.969336,20.240407,4.197683,0.0,299,CONTRATADO,1
F,0.864417,18.918368,4.235825,0.0,299,CONTRATADO,1
F,0.904683,13.90636,4.17024,0.0,299,CONTRATADO,1
M,0.0,8.073202,0.0,0.0,300,CONTRATADO,1
M,0.995567,13.419868,4.183871,0.0,300,CONTRATADO,1
M,0.98344,13.021224,4.096651,0.0,300,CONTRATADO,1
M,0.996736,10.548789,4.21259,0.0,300,CONTRATADO,1
F,0.0,0.0,4.176871,0.0,301,CONTRATADO,1
F,0.999635,15.065282,4.255424,0.0,301,CONTRATADO,1
F,0.916838,15.652576,4.511381,0.0,301,CONTRATADO,1
F,0.961404,13.283085,4.423645,0.0,301,CONTRATADO,1
F,0.987708,12.703172,4.353459,0.0,301,CONTRATADO,1
F,0.953092,13.61393,4.359296,0.0,301,CONTRATADO,1
F,0.94053,12.851631,4.510476,0.0,301,CONTRATADO,1
M,0.0,6.842492,0.0,0.0,302,CONTRATADO,1
M,0.799024,9.793379,4.013216,0.0,302,CONTRATADO,1
F,0.0,0.0,4.079208,0.0,303,NO ESPECIFICADO,0
F,0.996528,12.469803,4.125364,0.0,303,NO ESPECIFICADO,0
F,0.954764,15.310842,4.25,0.0,303,NO ESPECIFICADO,0
F,0.981111,14.828044,4.26,0.0,303,NO ESPECIFICADO,0
F,0.966706,15.100553,4.387097,0.0,303,NO ESPECIFICADO,0
F,1.0,13.663777,3.8,0.0,303,NO ESPECIFICADO,0
M,0.919325,13.88565,3.922428,0.0,304,NO ESPECIFICADO,0
M,0.793063,11.433928,4.137168,0.0,304,NO ESPECIFICADO,0
M,0.525016,10.320972,4.184358,0.0,304,NO ESPECIFICADO,0
M,0.408786,10.240219,4.126374,0.0,304,NO ESPECIFICADO,0
M,0.062183,9.601012,3.916667,0.0,304,NO ESPECIFICADO,0
M,0.307528,8.473391,4.416667,0.0,304,NO ESPECIFICADO,0
M,0.115769,6.456761,4.7,0.0,304,NO ESPECIFICADO,0
M,0.970103,3.370549,4.176101,394.909722,297,CONTRATADO,1
F,0.0,0.0,4.352941,0.0,305,CONTRATADO,1
F,0.960559,17.064071,4.476848,0.0,305,CONTRATADO,1
F,0.959543,13.619662,4.452842,0.0,305,CONTRATADO,1
F,0.96603,11.590225,4.439665,0.0,305,CONTRATADO,1
F,0.882167,10.153731,4.395366,0.0,305,CONTRATADO,1
F,0.988042,8.21794,4.456712,0.0,305,CONTRATADO,1
M,0.0,0.0,4.02439,0.0,306,CONTRATADO,1
M,0.981,15.186908,4.302658,0.0,306,CONTRATADO,1
M,0.950514,14.918901,4.365012,0.0,306,CONTRATADO,1
M,0.96036,13.382658,4.444826,0.0,306,CONTRATADO,1
M,0.953511,13.06598,4.401669,0.0,306,CONTRATADO,1
M,0.94569,12.747749,4.404639,0.0,306,CONTRATADO,1
M,0.980427,11.787457,4.289661,0.0,306,CONTRATADO,1
F,0.981898,18.451113,4.086721,0.0,307,CONTRATADO,1
F,0.966762,16.631507,4.231105,0.0,307,CONTRATADO,1
F,0.990449,17.520236,4.210948,0.0,307,CONTRATADO,1
F,0.992206,15.994856,4.4,0.0,307,CONTRATADO,1
F,0.990104,11.780451,4.286822,0.0,307,CONTRATADO,1
F,0.890019,11.89107,4.249258,0.0,307,CONTRATADO,1
F,0.922747,12.063306,4.235207,0.0,307,CONTRATADO,1
M,0.0,0.0,4.0,0.0,308,CONTRATADO,1
M,0.944358,2.14222,3.635135,385.881423,297,CONTRATADO,1
M,0.897824,3.412058,4.241935,382.542484,297,CONTRATADO,1
M,0.99852,16.616299,4.342617,0.0,308,CONTRATADO,1
M,0.991062,17.922365,4.373775,0.0,308,CONTRATADO,1
M,0.969618,92.320522,4.43932,0.0,308,CONTRATADO,1
M,0.975145,12.773616,4.361035,0.0,308,CONTRATADO,1
M,0.93528,16.127685,4.364398,0.0,308,CONTRATADO,1
M,0.926019,14.635505,4.408794,0.0,308,CONTRATADO,1
F,0.0,0.0,4.20339,0.0,309,NO ESPECIFICADO,0
F,0.955242,1026.328878,4.346856,0.0,309,NO ESPECIFICADO,0
M,0.999297,2.384347,4.384615,469.771186,297,CONTRATADO,1
M,0.987158,1.815927,4.296703,733.148649,297,CONTRATADO,1
F,0.0,0.0,4.538462,838.942029,310,CONTRATADO,1
F,0.918044,1.741594,4.0,745.331658,310,CONTRATADO,1
F,0.656698,1.633275,3.793103,637.256757,310,CONTRATADO,1
F,0.665106,1.908135,4.173913,633.309091,310,CONTRATADO,1
F,0.899988,10.329018,4.561224,0.0,309,NO ESPECIFICADO,0
F,0.665597,16.171656,4.286957,0.0,309,NO ESPECIFICADO,0
F,0.360409,0.0,3.789474,308.678571,311,CONTRATADO,1
F,0.969745,2.549998,4.08547,288.727513,311,CONTRATADO,1
M,1.0,0.0,4.026316,0.0,312,NO ESPECIFICADO,0
M,0.974692,0.0,4.467532,0.0,312,NO ESPECIFICADO,0
M,0.992893,0.0,4.396226,0.0,312,NO ESPECIFICADO,0
M,0.933647,4.493439,4.47619,0.0,312,NO ESPECIFICADO,0
M,0.641349,5.924785,4.272727,0.0,312,NO ESPECIFICADO,0
M,0.676294,5.55616,4.5,0.0,312,NO ESPECIFICADO,0
F,0.209554,12.669602,3.925,0.0,309,NO ESPECIFICADO,0
F,0.998539,20.128889,4.234619,0.0,313,CONTRATADO,1
F,0.998392,16.424187,4.314186,0.0,313,CONTRATADO,1
F,0.999139,17.69486,4.36513,0.0,313,CONTRATADO,1
F,0.999997,17.222169,4.440971,0.0,313,CONTRATADO,1
F,0.999925,19.031646,4.385813,0.0,313,CONTRATADO,1
F,0.995897,19.735149,4.298222,0.0,313,CONTRATADO,1
F,0.999969,16.364258,4.379052,0.0,313,CONTRATADO,1
F,0.0,10.576021,0.0,0.0,314,NO ESPECIFICADO,0
F,0.979946,21.591034,4.241481,0.0,314,NO ESPECIFICADO,0
F,0.991036,11.853343,4.311183,0.0,314,NO ESPECIFICADO,0
F,0.98492,12.778843,4.315436,0.0,314,NO ESPECIFICADO,0
