SEXO,ADH,PD,CSAT,AHT,email_identifier,MOTIVO BAJA,ESTADO
M,0.849096,4.188509,4.419087,298.261278,116,RENUNCIA VOLUNTARIA,0
M,0.745417,2.98715,4.25,284.734694,116,RENUNCIA VOLUNTARIA,0
M,0.0,0.0,3.5,460.333333,117,RENUNCIA VOLUNTARIA,0
F,0.910643,3.893827,4.215054,247.557143,118,RENUNCIA VOLUNTARIA,0
F,0.760402,3.041124,4.21875,180.327381,118,RENUNCIA VOLUNTARIA,0
M,0.998214,4.28437,0.582329,563.958333,112,CONTRATADO,1
M,0.989007,4.721452,0.585153,590.949843,112,CONTRATADO,1
M,0.886325,5.263884,0.572222,570.509499,112,CONTRATADO,1
M,0.942424,5.93918,0.576613,513.602649,112,CONTRATADO,1
M,0.914035,5.199449,0.592105,511.155098,112,CONTRATADO,1
F,0.969972,1.044081,4.103448,481.438597,119,BAJO PERFORMANCE,0
F,0.962551,3.717826,4.194444,324.478261,119,BAJO PERFORMANCE,0
F,0.76088,3.717493,4.45,297.342105,119,BAJO PERFORMANCE,0
M,0.920492,5.568866,0.636656,468.919087,112,CONTRATADO,1
F,0.958081,2.35405,0.597561,809.06051,120,NO ESPECIFICADO,0
F,0.899242,3.974079,0.519553,760.521653,120,NO ESPECIFICADO,0
F,0.975806,4.456883,0.516129,666.968958,120,NO ESPECIFICADO,0
F,0.0,0.704225,0.0,1130.0,121,NO ESPECIFICADO,0
F,0.952778,4.089184,0.472906,513.930233,122,NO ESPECIFICADO,0
F,0.896448,5.055081,0.512456,538.97806,122,NO ESPECIFICADO,0
F,0.906061,7.41162,0.460526,513.470588,122,NO ESPECIFICADO,0
M,1.0,3.038117,0.701493,621.583333,123,NO ESPECIFICADO,0
M,0.999444,4.488369,0.673203,457.964286,123,NO ESPECIFICADO,0
M,0.97963,5.983004,0.656885,450.845415,123,NO ESPECIFICADO,0
M,0.991473,5.95853,0.669884,434.257955,123,NO ESPECIFICADO,0
M,0.963253,6.71042,0.634011,432.268212,123,NO ESPECIFICADO,0
M,0.982514,6.853739,0.545673,454.838532,123,NO ESPECIFICADO,0
M,0.866667,0.0,0.0,484.721854,123,NO ESPECIFICADO,0
M,0.0,3.293653,0.583333,607.411184,124,CONTRATADO,1
M,0.0,4.208799,0.589595,599.22007,124,CONTRATADO,1
M,0.971852,4.893466,0.574561,545.729198,124,CONTRATADO,1
M,0.863248,5.356508,0.632432,496.572464,124,CONTRATADO,1
F,0.955,2.626574,0.449438,713.257732,125,CONTRATADO,1
F,0.961712,4.722731,0.554348,652.998095,125,CONTRATADO,1
F,0.946111,5.220693,0.611465,512.062771,125,CONTRATADO,1
F,0.980769,5.13606,0.492424,577.1067,125,CONTRATADO,1
F,0.963333,4.170643,0.52795,602.91002,125,CONTRATADO,1
M,0.998485,1.90304,0.583333,673.444444,126,CONTRATADO,1
M,0.999275,3.237553,0.617647,577.904762,126,CONTRATADO,1
M,0.999306,4.5346,0.583333,557.991304,126,CONTRATADO,1
M,0.999718,5.197821,0.697531,522.520439,126,CONTRATADO,1
F,1.0,3.047464,4.222222,0.0,127,CONTRATADO,1
F,0.985847,3.760199,4.519481,0.0,127,CONTRATADO,1
F,0.992293,4.533051,4.508197,0.0,127,CONTRATADO,1
F,0.992298,3.349345,4.484848,0.0,127,CONTRATADO,1
F,0.997452,5.220707,4.287356,0.0,127,CONTRATADO,1
M,1.0,5.197943,0.726115,531.490196,126,CONTRATADO,1
M,0.997667,5.574823,0.645051,499.303783,126,CONTRATADO,1
M,0.998291,5.757102,0.638655,487.925419,126,CONTRATADO,1
M,0.967117,2.988121,0.5,632.094708,128,NO ESPECIFICADO,0
M,0.440741,3.341806,0.428571,645.28972,128,NO ESPECIFICADO,0
F,0.0,3.293112,0.553957,566.072727,129,NO ESPECIFICADO,0
F,0.9,3.099247,0.557252,715.592902,130,NO ESPECIFICADO,0
F,0.791135,3.941205,0.587097,506.949515,130,NO ESPECIFICADO,0
F,0.483871,2.297291,0.622222,431.814516,131,NO ESPECIFICADO,0
M,0.636111,2.715627,0.666667,569.724138,132,NO ESPECIFICADO,0
F,0.0,0.0,0.5,566.6,133,RENUNCIA,0
F,1.0,2.551072,0.526316,732.926554,134,NO ESPECIFICADO,0
M,0.999957,4.455902,4.456989,305.43128,135,DESVINCULACIÓN/AUSENTISMO,0
M,0.983662,4.075265,4.430962,243.633333,135,DESVINCULACIÓN/AUSENTISMO,0
M,0.799889,2.75,3.636364,225.138889,135,DESVINCULACIÓN/AUSENTISMO,0
F,0.0,0.0,4.555556,295.0,136,CONTRATADO,1
F,0.943902,3.858806,4.348993,227.94856,136,CONTRATADO,1
F,0.956,4.188005,0.541284,734.229268,134,NO ESPECIFICADO,0
M,0.2875,1.516755,0.2,530.823529,137,NO ESPECIFICADO,0
M,0.4875,2.310137,0.6,701.857143,138,NO ESPECIFICADO,0
F,0.956322,1.785984,0.508772,563.185185,139,NO ESPECIFICADO,0
F,0.81891,2.11457,0.494624,552.706667,139,NO ESPECIFICADO,0
M,1.0,1.904762,0.666667,575.823529,140,RENUNCIA,0
F,0.86,2.294061,0.516129,441.520408,141,NO ESPECIFICADO,0
F,0.750694,3.065855,0.517241,574.558011,141,NO ESPECIFICADO,0
F,0.0,0.0,1.0,496.8,142,INCUMPLIMIENTO EN CONDICIONES CONTRACTUALES,0
F,0.758974,2.001542,0.431818,587.642857,143,NO ESPECIFICADO,0
M,0.970833,0.0,0.563953,541.411765,144,NO ESPECIFICADO,0
M,0.995714,7.166058,0.560311,443.3,144,NO ESPECIFICADO,0
M,0.899167,7.610855,0.525,446.25,144,NO ESPECIFICADO,0
M,0.996667,3.442425,0.549587,569.329787,145,NO ESPECIFICADO,0
F,0.0,0.946543,5.0,0.0,146,CONTRATADO,1
F,0.967682,1.456412,4.547619,0.0,146,CONTRATADO,1
F,0.999744,1.690375,4.854369,0.0,146,CONTRATADO,1
F,0.988469,2.112053,4.626506,0.0,146,CONTRATADO,1
F,0.96468,2.278978,4.418182,0.0,146,CONTRATADO,1
F,0.879211,4.729607,4.37931,0.0,147,NO ESPECIFICADO,0
F,0.837091,23.340777,4.612245,0.0,147,NO ESPECIFICADO,0
F,0.800396,3.429081,4.210526,0.0,147,NO ESPECIFICADO,0
F,0.788401,2.787313,3.615385,0.0,147,NO ESPECIFICADO,0
M,0.982031,4.809174,0.516234,386.396774,145,NO ESPECIFICADO,0
M,0.986078,5.69107,0.445607,498.0631,145,NO ESPECIFICADO,0
F,0.973299,0.0,3.079365,0.0,148,CONTRATADO,1
F,0.966934,0.0,3.69403,0.0,148,CONTRATADO,1
F,0.977222,0.0,3.588235,0.0,148,CONTRATADO,1
F,0.971889,6.96807,3.377049,0.0,148,CONTRATADO,1
F,0.996755,6.710743,3.45122,0.0,148,CONTRATADO,1
F,0.983042,5.903651,3.408451,0.0,148,CONTRATADO,1
F,0.976758,5.486516,2.948718,0.0,148,CONTRATADO,1
F,0.98719,3.542068,2.9,0.0,148,CONTRATADO,1
M,0.995238,3.884422,0.37037,414.057851,145,NO ESPECIFICADO,0
F,0.854545,3.498391,0.5,544.834568,149,NO ESPECIFICADO,0
F,0.427778,4.330454,0.65,545.014706,149,NO ESPECIFICADO,0
F,1.0,3.20552,0.45122,478.516949,150,NO ESPECIFICADO,0
F,0.971869,3.137681,4.008584,173.66076,136,CONTRATADO,1
F,0.946154,0.0,0.564815,612.95,151,NO ESPECIFICADO,0
F,0.952891,5.52808,0.585502,634.807692,151,NO ESPECIFICADO,0
F,0.530159,5.523923,0.60262,557.235294,151,NO ESPECIFICADO,0
F,0.722581,9.978211,0.537778,572.96817,151,NO ESPECIFICADO,0
F,0.964341,0.0,0.580952,611.111111,152,NO ESPECIFICADO,0
F,0.930508,5.401172,0.546926,566.631579,152,NO ESPECIFICADO,0
M,0.898242,3.171067,4.377358,0.0,153,NO ESPECIFICADO,0
M,0.980583,4.869851,4.064103,0.0,153,NO ESPECIFICADO,0
F,0.972222,4.14452,0.484375,582.733333,152,NO ESPECIFICADO,0
F,0.935535,5.212198,0.520755,517.426087,152,NO ESPECIFICADO,0
F,0.992593,5.756978,0.5,445.470238,152,NO ESPECIFICADO,0
F,0.788333,1.382906,0.846154,544.436364,154,RENUNCIA,0
M,0.994928,3.764312,0.614618,617.909611,155,CONTRATADO,1
F,0.491667,1.395349,0.333333,938.333333,156,NO ESPECIFICADO,0
M,0.0,0.0,0.666667,453.8,157,INCUMPLIMIENTO EN CONDICIONES CONTRACTUALES,0
M,0.5,2.412235,0.666667,552.535714,158,RENUNCIA,0
F,0.0,1.111111,1.0,860.75,159,NO ESPECIFICADO,0
F,0.179167,1.388889,0.0,673.5,159,NO ESPECIFICADO,0
F,0.375,0.0,0.5,1211.8,160,NO ESPECIFICADO,0
F,0.982456,1.5106,0.54902,838.714286,161,NO ESPECIFICADO,0
F,0.0,4.633378,3.888889,0.0,162,NO ESPECIFICADO,0
F,0.977135,4.304658,4.349515,188.486212,136,CONTRATADO,1
F,0.975008,3.761971,4.282398,169.171902,136,CONTRATADO,1
F,1.020628,4.750346,4.225071,158.332071,136,CONTRATADO,1
M,0.994437,5.474402,4.28125,222.261134,163,CONTRATADO,1
M,0.961626,3.306602,4.137037,201.908778,163,CONTRATADO,1
F,0.981159,3.255642,0.510067,693.368421,161,NO ESPECIFICADO,0
F,0.961905,3.456822,0.406897,633.734317,161,NO ESPECIFICADO,0
F,0.725758,3.150196,0.346154,720.443299,161,NO ESPECIFICADO,0
F,0.983333,1.630091,0.6,610.965517,164,NO ESPECIFICADO,0
F,0.935446,2.613998,0.6,587.387255,164,NO ESPECIFICADO,0
F,0.841429,3.724203,0.47541,887.060209,164,NO ESPECIFICADO,0
F,0.956803,0.0,0.572368,486.222222,165,NO ESPECIFICADO,0
F,0.977778,5.347086,0.53405,571.473684,165,NO ESPECIFICADO,0
F,0.997222,4.498111,0.484694,543.375,165,NO ESPECIFICADO,0
F,0.946528,6.267972,0.461039,535.72,165,NO ESPECIFICADO,0
F,0.988519,2.233015,0.607477,630.694872,166,CONTRATADO,1
F,0.98312,4.751506,0.621083,661.406989,166,CONTRATADO,1
M,0.937745,3.708379,0.462151,591.952088,167,NO ESPECIFICADO,0
M,0.900704,0.0,0.530702,584.952381,168,CONTRATADO,1
M,0.996491,6.50623,0.628088,502.482759,168,CONTRATADO,1
M,0.991927,5.910396,0.583884,429.5,168,CONTRATADO,1
M,0.996535,6.954999,0.564029,440.754072,168,CONTRATADO,1
M,0.977006,6.086448,0.633846,514.112164,168,CONTRATADO,1
M,0.995468,5.638681,0.632622,502.534339,168,CONTRATADO,1
M,0.976733,4.593796,4.113744,180.029661,163,CONTRATADO,1
M,0.982428,4.052033,4.298969,259.343284,169,NO ESPECIFICADO,0
M,0.954981,4.237574,4.456067,207.695266,169,NO ESPECIFICADO,0
M,0.732315,4.900372,4.142857,247.612245,169,NO ESPECIFICADO,0
M,0.963704,3.554209,4.341085,229.620283,169,NO ESPECIFICADO,0
M,0.944863,4.915807,4.496599,200.73591,169,NO ESPECIFICADO,0
M,0.949806,4.793028,0.562654,532.932927,168,CONTRATADO,1
M,0.911446,5.229732,0.55335,490.937402,168,CONTRATADO,1
F,1.0,0.0,0.388889,665.6,170,RENUNCIA,0
M,0.996154,3.174511,0.611111,619.328228,171,NO ESPECIFICADO,0
M,0.975731,5.17735,0.614379,659.424112,171,NO ESPECIFICADO,0
M,0.986667,5.130213,0.613027,520.34018,171,NO ESPECIFICADO,0
M,0.986364,4.871113,0.59176,612.845646,171,NO ESPECIFICADO,0
M,0.744792,3.830489,0.571429,666.8375,171,NO ESPECIFICADO,0
M,0.0,7.094313,0.0,0.0,172,CONTRATADO,1
M,0.988113,10.883204,4.082136,0.0,172,CONTRATADO,1
M,0.0,9.523492,0.0,0.0,173,CONTRATADO,1
M,0.940185,35.082986,4.355705,0.0,173,CONTRATADO,1
M,0.944213,24.212147,3.964912,0.0,173,CONTRATADO,1
M,0.998167,14.621353,4.248276,0.0,173,CONTRATADO,1
M,0.634823,10.148645,3.95,0.0,173,CONTRATADO,1
F,0.0,0.0,5.0,0.0,174,CONTRATADO,1
F,0.999722,17.561062,4.14823,0.0,174,CONTRATADO,1
F,0.999991,14.235685,4.285017,0.0,174,CONTRATADO,1
F,0.99991,15.049408,4.261287,0.0,174,CONTRATADO,1
F,0.0,1.135036,4.714286,0.0,175,CONTRATADO,1
F,0.995211,0.894156,4.307692,0.0,175,CONTRATADO,1
F,0.996743,1.099145,4.555556,0.0,175,CONTRATADO,1
F,0.986364,1.092197,4.543478,0.0,175,CONTRATADO,1
F,0.977988,1.248098,4.698113,0.0,175,CONTRATADO,1
F,0.485931,4.708711,4.53125,0.0,176,NO ESPECIFICADO,0
F,0.49797,4.437987,3.884615,0.0,176,NO ESPECIFICADO,0
F,1.0,12.679919,4.337194,0.0,174,CONTRATADO,1
F,0.999783,13.864211,4.257048,0.0,174,CONTRATADO,1
F,0.998075,13.465706,4.254098,0.0,174,CONTRATADO,1
F,0.9877,12.334286,4.268031,0.0,174,CONTRATADO,1
F,0.0,7.031091,0.0,0.0,177,CONTRATADO,1
F,0.987116,11.143339,4.108303,0.0,177,CONTRATADO,1
F,0.991799,13.514089,4.275182,0.0,177,CONTRATADO,1
M,0.963467,3.709241,4.454545,203.774775,169,NO ESPECIFICADO,0
M,0.872303,4.838221,4.15,178.091346,169,NO ESPECIFICADO,0
F,0.999267,4.275568,3.925532,232.67128,178,CONTRATADO,1
F,0.938,3.475643,4.482843,166.700848,178,CONTRATADO,1
F,0.983821,4.939838,4.29765,152.51358,178,CONTRATADO,1
F,0.850003,4.399452,4.1875,156.005682,178,CONTRATADO,1
F,0.786306,4.037334,4.442708,171.498938,178,CONTRATADO,1
F,0.882462,3.719592,4.255556,169.295285,178,CONTRATADO,1
M,0.0,1.412524,4.333333,0.0,179,CONTRATADO,1
M,0.998236,1.076184,4.666667,0.0,179,CONTRATADO,1
M,0.944621,1.08882,4.657143,0.0,179,CONTRATADO,1
M,0.996795,1.216655,4.909091,0.0,179,CONTRATADO,1
M,0.997654,1.322076,4.393939,0.0,179,CONTRATADO,1
F,0.966116,12.218618,4.211826,0.0,177,CONTRATADO,1
F,0.0,7.701779,0.0,0.0,180,CONTRATADO,1
F,0.963385,10.725407,4.098608,0.0,180,CONTRATADO,1
F,0.0,7.981893,0.0,0.0,181,CONTRATADO,1
F,0.993403,12.021659,3.973684,0.0,181,CONTRATADO,1
F,0.994435,6.19619,4.368421,0.0,182,CONTRATADO,1
F,0.818187,4.252338,3.954545,0.0,182,CONTRATADO,1
M,0.0,1.442056,4.428571,0.0,183,NO ESPECIFICADO,0
M,0.995238,1.564501,4.111111,0.0,183,NO ESPECIFICADO,0
M,0.822101,1.34321,5.0,0.0,183,NO ESPECIFICADO,0
M,0.984585,1.985498,4.571429,0.0,183,NO ESPECIFICADO,0
M,0.997593,2.583656,4.333333,0.0,183,NO ESPECIFICADO,0
F,0.624048,3.022896,4.347826,210.761194,178,CONTRATADO,1
F,0.826352,3.132687,4.494845,203.047297,184,DESVINCULACIÓN/AUSENTISMO,0
F,0.802919,4.017043,4.155556,156.76699,184,DESVINCULACIÓN/AUSENTISMO,0
F,0.943428,6.401328,4.136691,143.388889,184,DESVINCULACIÓN/AUSENTISMO,0
F,0.642509,3.889025,4.335616,140.865337,184,DESVINCULACIÓN/AUSENTISMO,0
F,0.998772,11.733177,4.229551,0.0,181,CONTRATADO,1
F,0.998934,10.555402,4.242424,0.0,181,CONTRATADO,1
F,0.0,0.0,0.0,0.0,185,CONTRATADO,1
F,0.999831,20.606032,4.177924,0.0,185,CONTRATADO,1
F,1.0,16.335827,4.215613,0.0,185,CONTRATADO,1
F,1.0,15.780255,4.314233,0.0,185,CONTRATADO,1
F,1.0,57.502456,4.367483,0.0,185,CONTRATADO,1
F,0.969766,13.251563,4.287532,0.0,185,CONTRATADO,1
M,0.898,0.0,4.263158,0.0,186,NO ESPECIFICADO,0
M,0.0,0.0,0.0,0.0,186,NO ESPECIFICADO,0
F,0.964763,14.167206,4.193548,0.0,185,CONTRATADO,1
F,0.999951,11.942205,4.442786,0.0,185,CONTRATADO,1
F,0.0,0.0,4.223077,0.0,187,CONTRATADO,1
F,0.999392,14.709993,4.28125,0.0,187,CONTRATADO,1
F,0.84174,10.964427,4.433099,0.0,187,CONTRATADO,1
F,0.971967,11.883982,4.409259,0.0,187,CONTRATADO,1
F,0.99678,12.631736,4.22,0.0,187,CONTRATADO,1
F,0.979052,12.617346,4.312364,0.0,187,CONTRATADO,1
F,0.982036,10.835442,4.293362,0.0,187,CONTRATADO,1
M,0.0,8.583771,0.0,0.0,188,NO ESPECIFICADO,0
M,0.989704,13.967789,4.113164,0.0,188,NO ESPECIFICADO,0
M,0.999977,14.233333,3.947581,0.0,189,CONTRATADO,1
M,1.0,15.971795,4.2,0.0,189,CONTRATADO,1
M,0.916736,15.223414,4.149425,0.0,189,CONTRATADO,1
M,0.999885,12.333774,4.124481,0.0,189,CONTRATADO,1
M,0.999979,12.899288,4.181818,0.0,189,CONTRATADO,1
M,0.997986,12.163083,4.273846,0.0,189,CONTRATADO,1
M,0.999356,10.843553,4.229381,0.0,189,CONTRATADO,1
F,0.0,0.0,4.263158,0.0,190,NO ESPECIFICADO,0
F,0.994104,13.178542,4.092879,0.0,190,NO ESPECIFICADO,0
F,0.905779,12.7226,4.1247,0.0,190,NO ESPECIFICADO,0
F,0.974894,12.053867,4.032258,0.0,190,NO ESPECIFICADO,0
F,0.986182,13.228199,4.089989,0.0,190,NO ESPECIFICADO,0
F,0.990861,12.258248,4.155906,0.0,190,NO ESPECIFICADO,0
F,0.857581,20.46792,4.232609,0.0,191,CONTRATADO,1
F,0.834266,18.513842,4.243182,0.0,191,CONTRATADO,1
F,0.957931,18.527495,4.25812,0.0,191,CONTRATADO,1
F,0.774121,19.127031,4.316708,0.0,191,CONTRATADO,1
F,0.971304,15.297605,4.252137,0.0,191,CONTRATADO,1
F,0.540759,15.684786,4.140845,0.0,191,CONTRATADO,1
F,0.237989,16.097346,4.545455,0.0,191,CONTRATADO,1
F,0.0,8.555585,0.0,0.0,192,CONTRATADO,1
F,0.997579,10.911701,4.093407,0.0,192,CONTRATADO,1
F,0.0,8.647368,0.0,0.0,193,CONTRATADO,1
F,0.997439,10.746834,4.047872,0.0,193,CONTRATADO,1
F,0.998744,12.276379,4.36758,0.0,193,CONTRATADO,1
F,0.980013,11.115831,4.378275,0.0,193,CONTRATADO,1
F,0.0,0.0,4.157895,0.0,194,CONTRATADO,1
F,0.862874,0.0,4.4375,336.618785,195,BAJO PERFOMANCE,0
M,0.960258,4.216429,4.52439,415.648515,196,CONTRATADO,1
M,0.862353,3.836365,4.241667,304.937985,196,CONTRATADO,1
M,0.838299,4.016703,4.226667,291.97861,196,CONTRATADO,1
F,0.989559,3.973499,4.390625,252.148515,197,RENUNCIA VOLUNTARIA,0
F,0.816715,10.394935,4.241135,0.0,194,CONTRATADO,1
F,0.992485,3.46041,4.437247,176.873684,197,RENUNCIA VOLUNTARIA,0
F,0.924095,5.270179,4.503704,142.588235,197,RENUNCIA VOLUNTARIA,0
F,0.89351,14.189233,4.366133,0.0,194,CONTRATADO,1
F,0.802886,14.108793,4.139738,0.0,194,CONTRATADO,1
F,0.795449,11.582937,4.195584,0.0,194,CONTRATADO,1
F,0.498835,9.268037,3.945946,0.0,194,CONTRATADO,1
F,0.0,9.881868,0.0,0.0,198,CONTRATADO,1
F,0.874757,3.425084,4.916667,172.787879,197,RENUNCIA VOLUNTARIA,0
M,0.927692,0.0,4.359551,347.046429,199,BAJO PERFOMANCE,0
M,0.733009,2.520318,3.647059,335.894737,199,BAJO PERFOMANCE,0
M,0.922339,3.331971,4.351648,279.896104,199,BAJO PERFOMANCE,0
M,0.645694,2.601585,2.846154,282.693878,199,BAJO PERFOMANCE,0
M,0.884366,2.937954,4.168831,266.750929,199,BAJO PERFOMANCE,0
F,1.0,11.003307,4.248609,0.0,198,CONTRATADO,1
F,0.989251,11.908961,4.273499,0.0,198,CONTRATADO,1
F,0.985722,13.186367,4.208489,0.0,198,CONTRATADO,1
F,0.971996,12.503434,4.224283,0.0,198,CONTRATADO,1
M,0.0,5.817074,0.0,0.0,200,CONTRATADO,1
M,0.993615,9.267204,4.18481,0.0,200,CONTRATADO,1
M,0.999861,11.379016,4.217391,0.0,200,CONTRATADO,1
M,0.998992,11.386103,3.932836,0.0,200,CONTRATADO,1
M,0.993414,7.890883,4.278689,0.0,200,CONTRATADO,1
M,0.0,8.216863,0.0,0.0,201,CONTRATADO,1
M,0.870155,8.620086,4.117057,0.0,201,CONTRATADO,1
M,0.425483,11.682504,4.053571,0.0,201,CONTRATADO,1
M,0.504736,8.664906,4.490385,0.0,201,CONTRATADO,1
M,0.186764,9.373544,4.115385,0.0,201,CONTRATADO,1
F,0.966044,14.207619,4.101124,0.0,202,CONTRATADO,1
F,0.949589,16.306536,4.159443,0.0,202,CONTRATADO,1
F,0.999887,16.089131,4.296334,0.0,202,CONTRATADO,1
F,0.999183,15.614944,4.320631,0.0,202,CONTRATADO,1
M,0.649389,3.235774,3.809524,411.73913,199,BAJO PERFOMANCE,0
M,0.589874,3.241505,3.894737,323.77551,199,BAJO PERFOMANCE,0
F,0.988488,16.371436,4.226442,0.0,202,CONTRATADO,1
F,0.998642,15.620574,4.22179,0.0,202,CONTRATADO,1
F,0.999048,12.439829,4.233766,0.0,202,CONTRATADO,1
M,0.0,0.0,4.157025,0.0,203,NO ESPECIFICADO,0
M,0.233333,18.764696,4.188406,0.0,203,NO ESPECIFICADO,0
M,0.937573,10.10046,4.520343,0.0,203,NO ESPECIFICADO,0
M,0.761667,12.176257,4.433333,0.0,203,NO ESPECIFICADO,0
M,0.956898,17.920887,4.207317,0.0,204,NO ESPECIFICADO,0
M,0.963496,15.355333,4.275304,0.0,204,NO ESPECIFICADO,0
M,0.996288,7.71312,4.0625,0.0,204,NO ESPECIFICADO,0
F,0.0,0.0,4.007143,0.0,205,NO ESPECIFICADO,0
F,0.0,0.0,3.875,362.588235,206,BAJO PERFOMANCE,0
F,0.9898,3.28903,3.666667,329.637725,206,BAJO PERFOMANCE,0
F,0.799644,2.867209,4.135417,341.135037,206,BAJO PERFOMANCE,0
F,0.99708,14.442951,4.004124,0.0,205,NO ESPECIFICADO,0
F,0.878611,13.41388,4.230519,0.0,205,NO ESPECIFICADO,0
F,0.834281,12.218396,4.164948,0.0,205,NO ESPECIFICADO,0
F,0.983521,4.068053,4.3375,0.0,207,CONTRATADO,1
F,0.997813,6.324598,4.072848,0.0,207,CONTRATADO,1
F,0.377222,12.779302,4.285714,0.0,205,NO ESPECIFICADO,0
F,0.0,0.0,4.378788,0.0,208,CONTRATADO,1
F,0.987261,11.682906,4.337037,0.0,208,CONTRATADO,1
F,0.878986,3.019626,3.877551,373.257143,206,BAJO PERFOMANCE,0
F,0.29412,2.914174,5.0,312.0,206,BAJO PERFOMANCE,0
F,0.998864,3.886508,4.464286,0.0,209,CONTRATADO,1
F,0.780503,4.82324,4.071429,0.0,209,CONTRATADO,1
F,0.884861,4.478456,5.0,0.0,209,CONTRATADO,1
F,0.819514,3.971579,3.916667,0.0,209,CONTRATADO,1
F,0.531338,4.858524,4.125,0.0,209,CONTRATADO,1
F,0.966529,42.915871,4.508929,0.0,208,CONTRATADO,1
F,0.96328,15.868837,4.376432,0.0,208,CONTRATADO,1
F,0.968662,14.360796,4.376992,0.0,208,CONTRATADO,1
F,0.952283,11.906541,4.369645,0.0,208,CONTRATADO,1
F,0.0,7.478239,0.0,0.0,210,CONTRATADO,1
F,0.995278,11.315548,4.073718,0.0,210,CONTRATADO,1
F,0.996638,11.435049,4.13079,0.0,210,CONTRATADO,1
F,0.98001,10.549497,4.176471,0.0,210,CONTRATADO,1
M,1.0,21.416667,4.324242,0.0,211,NO ESPECIFICADO,0
M,0.969379,20.632432,4.254902,0.0,211,NO ESPECIFICADO,0
M,0.614015,21.360692,4.168317,0.0,211,NO ESPECIFICADO,0
F,0.0,4.63455,0.0,0.0,212,NO ESPECIFICADO,0
F,0.999987,13.530614,4.198327,0.0,212,NO ESPECIFICADO,0
F,0.0,0.0,4.032258,0.0,213,CONTRATADO,1
F,0.979592,15.102146,4.221226,0.0,213,CONTRATADO,1
F,0.953639,12.446558,4.328851,0.0,213,CONTRATADO,1
F,0.957715,86.924412,4.397403,0.0,213,CONTRATADO,1
F,0.971466,12.538211,4.20108,0.0,213,CONTRATADO,1
F,0.999635,14.180583,4.224242,0.0,213,CONTRATADO,1
F,0.0,0.0,4.636364,472.555556,214,BAJO PERFOMANCE,0
F,0.793319,3.148725,4.25,347.646875,214,BAJO PERFOMANCE,0
F,0.741477,3.210073,4.193878,342.592024,214,BAJO PERFOMANCE,0
F,0.737622,3.459791,3.909091,438.950413,214,BAJO PERFOMANCE,0
F,0.751546,2.98482,4.826923,430.61157,214,BAJO PERFOMANCE,0
F,0.648646,3.782727,4.394737,342.012048,214,BAJO PERFOMANCE,0
M,0.733931,2.301174,3.953488,351.606452,215,BAJO PERFOMANCE,0
M,0.849637,3.61422,3.886878,197.765306,215,BAJO PERFOMANCE,0
F,0.999767,13.813294,4.304348,0.0,213,CONTRATADO,1
M,0.694199,5.009351,3.760563,204.828794,215,BAJO PERFOMANCE,0
M,0.894345,4.739808,4.090909,276.027778,216,BAJO PERFORMANCE,0
M,0.745833,4.052742,3.847458,261.475806,216,BAJO PERFORMANCE,0
F,0.0,1.233342,4.0,0.0,217,NO ESPECIFICADO,0
F,0.987349,1.60444,4.61194,0.0,217,NO ESPECIFICADO,0
F,0.926925,1.527111,4.1,0.0,217,NO ESPECIFICADO,0
M,0.0,0.0,4.380368,0.0,218,NO ESPECIFICADO,0
M,0.944013,18.580719,4.237691,0.0,218,NO ESPECIFICADO,0
M,0.906408,15.990944,4.315068,0.0,218,NO ESPECIFICADO,0
M,0.753929,15.998332,4.147368,0.0,218,NO ESPECIFICADO,0
F,0.0,0.0,4.297436,0.0,219,CONTRATADO,1
F,0.995394,18.864268,4.289773,0.0,219,CONTRATADO,1
F,0.0,0.0,4.333333,425.023256,220,CONTRATADO,1
F,0.992154,3.06221,4.291667,364.626599,220,CONTRATADO,1
F,0.940722,2.928508,4.278539,283.038235,220,CONTRATADO,1
F,0.962788,4.054211,4.210526,231.394578,220,CONTRATADO,1
F,0.957229,3.711068,4.380319,205.240185,220,CONTRATADO,1
F,0.963387,19.904351,4.395567,0.0,219,CONTRATADO,1
F,0.979497,20.42144,4.432432,0.0,219,CONTRATADO,1
F,0.967667,18.472496,4.3627,0.0,219,CONTRATADO,1
F,0.930159,16.804434,4.415755,0.0,219,CONTRATADO,1
F,0.932424,15.17305,4.339759,0.0,219,CONTRATADO,1
F,0.977411,5.099988,4.385776,176.375114,220,CONTRATADO,1
M,0.998364,0.0,2.2,0.0,221,NO ESPECIFICADO,0
M,0.997138,0.0,2.4375,0.0,221,NO ESPECIFICADO,0
M,0.987472,0.0,1.0,0.0,221,NO ESPECIFICADO,0
M,0.985148,1.181064,2.833333,0.0,221,NO ESPECIFICADO,0
M,0.999206,6.284748,2.730769,0.0,221,NO ESPECIFICADO,0
M,0.977429,1.348259,2.52381,0.0,221,NO ESPECIFICADO,0
F,0.86537,2.644482,3.740741,297.276596,222,RENUNCIA VOLUNTARIA,0
F,0.718139,4.215317,3.555556,292.062015,222,RENUNCIA VOLUNTARIA,0
M,0.866019,3.178601,4.428571,364.815498,223,DESVINCULACIÓN/AUSENTISMO,0
M,0.835884,2.949376,4.480392,257.406855,223,DESVINCULACIÓN/AUSENTISMO,0
M,0.878844,3.672058,4.011236,222.014388,223,DESVINCULACIÓN/AUSENTISMO,0
